round,date,team_home,team_away,full_text
Round 4,09.02.2025,Herrera,San Francisco,09.02.2025 | Herrera | San Francisco | 0 | 1
Round 4,09.02.2025,Tauro,Plaza Amador,09.02.2025 | Tauro | Plaza Amador | 4 | 0
Round 4,08.02.2025,Arabe Unido,Miguelito,08.02.2025 | Arabe Unido | Miguelito | 2 | 1
Round 4,08.02.2025,Deportivo Universitario,UMECIT,08.02.2025 | Deportivo Universitario | UMECIT | 2 | 2
Round 3,04.02.2025,San Francisco,UMECIT,04.02.2025 | San Francisco | UMECIT | 0 | 2
Round 3,02.02.2025,Herrera,Independiente,02.02.2025 | Herrera | Independiente | 3 | 2
Round 3,02.02.2025,Arabe Unido,Tauro,02.02.2025 | Arabe Unido | Tauro | 1 | 0
Round 3,02.02.2025,Deportivo Universitario,Veraguas,02.02.2025 | Deportivo Universitario | Veraguas | 4 | 0
Round 3,01.02.2025,Potros del Este,Plaza Amador,01.02.2025 | Potros del Este | Plaza Amador | 2 | 2
Round 2,28.01.2025,Tauro,Alianza,28.01.2025 | Tauro | Alianza | 1 | 2
Round 2,27.01.2025,UMECIT,Veraguas,27.01.2025 | UMECIT | Veraguas | 0 | 0
Round 2,26.01.2025,Herrera,Deportivo Universitario,26.01.2025 | Herrera | Deportivo Universitario | 0 | 0
Round 2,26.01.2025,Plaza Amador,Arabe Unido,26.01.2025 | Plaza Amador | Arabe Unido | 2 | 1
Round 2,26.01.2025,Independiente,San Francisco,26.01.2025 | Independiente | San Francisco | 1 | 0
Round 2,25.01.2025,Miguelito,Potros del Este,25.01.2025 | Miguelito | Potros del Este | 0 | 0
Round 1,21.01.2025,Veraguas,Herrera,21.01.2025 | Veraguas | Herrera | 2 | 1
Round 1,20.01.2025,Arabe Unido,Alianza,20.01.2025 | Arabe Unido | Alianza | 2 | 2
Round 1,19.01.2025,Tauro,Potros del Este,19.01.2025 | Tauro | Potros del Este | 2 | 2
Round 1,19.01.2025,Plaza Amador,Miguelito,19.01.2025 | Plaza Amador | Miguelito | 0 | 1
Round 1,19.01.2025,Deportivo Universitario,San Francisco,19.01.2025 | Deportivo Universitario | San Francisco | 1 | 1
Round 1,18.01.2025,Independiente,UMECIT,18.01.2025 | Independiente | UMECIT | 2 | 1
