round,date,team_home,team_away,full_text
Round 12,18.04.2025,Danubio,Boston River,18.04.2025 | Danubio | Boston River | 1 | 2
Round 11,14.04.2025,Defensor Sp.,CA Cerro,14.04.2025 | Defensor Sp. | CA Cerro | 3 | 2
Round 11,14.04.2025,Racing Montevideo,Liverpool M.,14.04.2025 | Racing Montevideo | Liverpool M. | 1 | 1
Round 11,14.04.2025,River Plate,Juventud,14.04.2025 | River Plate | Juventud | 1 | 0
Round 11,13.04.2025,Nacional,Danubio,13.04.2025 | Nacional | Danubio | 2 | 0
Round 11,13.04.2025,Boston River,Cerro Largo,13.04.2025 | Boston River | Cerro Largo | 1 | 0
Round 11,12.04.2025,Penarol,Miramar,12.04.2025 | Penarol | Miramar | 4 | 2
Round 11,12.04.2025,Wanderers,Montevideo City,12.04.2025 | Wanderers | Montevideo City | 0 | 0
Round 11,12.04.2025,Progreso,Plaza Colonia,12.04.2025 | Progreso | Plaza Colonia | 1 | 1
Round 10,07.04.2025,Wanderers,Defensor Sp.,07.04.2025 | Wanderers | Defensor Sp. | 0 | 0
Round 10,07.04.2025,Miramar,Montevideo City,07.04.2025 | Miramar | Montevideo City | 0 | 1
Round 10,06.04.2025,Cerro Largo,Nacional,06.04.2025 | Cerro Largo | Nacional | 0 | 4
Round 10,06.04.2025,Liverpool M.,River Plate,06.04.2025 | Liverpool M. | River Plate | 0 | 0
Round 10,06.04.2025,CA Cerro,Progreso,06.04.2025 | CA Cerro | Progreso | 0 | 0
Round 10,05.04.2025,Plaza Colonia,Racing Montevideo,05.04.2025 | Plaza Colonia | Racing Montevideo | 0 | 1
Round 10,05.04.2025,Danubio,Penarol,05.04.2025 | Danubio | Penarol | 0 | 1
Round 10,05.04.2025,Juventud,Boston River,05.04.2025 | Juventud | Boston River | 4 | 1
Round 9,01.04.2025,Defensor Sp.,Miramar,01.04.2025 | Defensor Sp. | Miramar | 2 | 0
Round 9,01.04.2025,CA Cerro,Wanderers,01.04.2025 | CA Cerro | Wanderers | 2 | 1
Round 9,31.03.2025,Penarol,Cerro Largo,31.03.2025 | Penarol | Cerro Largo | 0 | 2
Round 9,30.03.2025,Montevideo City,Danubio,30.03.2025 | Montevideo City | Danubio | 1 | 1
Round 9,30.03.2025,Nacional,Juventud,30.03.2025 | Nacional | Juventud | 1 | 2
Round 9,30.03.2025,Progreso,Racing Montevideo,30.03.2025 | Progreso | Racing Montevideo | 0 | 1
Round 9,29.03.2025,Boston River,Liverpool M.,29.03.2025 | Boston River | Liverpool M. | 0 | 1
Round 9,29.03.2025,River Plate,Plaza Colonia,29.03.2025 | River Plate | Plaza Colonia | 1 | 2
