round,date,team_home,team_away,full_text
Round 23,27.02.2025,COD Meknes,Hassania Agadir,27.02.2025 | COD Meknes | Hassania Agadir | 1 | 0
Round 23,27.02.2025,Chabab Mohammedia,Moghreb Tetouan,27.02.2025 | Chabab Mohammedia | Moghreb Tetouan | 0 | 2
Round 23,27.02.2025,IR Tanger,Jeunesse Sportive Soualem,27.02.2025 | IR Tanger | Jeunesse Sportive Soualem | 1 | 0
Round 22,23.02.2025,Union Touarga,Hassania Agadir,23.02.2025 | Union Touarga | Hassania Agadir | 2 | 1
Round 22,23.02.2025,FAR Rabat,Raja Casablanca,23.02.2025 | FAR Rabat | Raja Casablanca | 0 | 0
Round 22,23.02.2025,Renaissance Zemamra,IR Tanger,23.02.2025 | Renaissance Zemamra | IR Tanger | 2 | 0
Round 22,22.02.2025,Olympique de Safi,FUS Rabat,22.02.2025 | Olympique de Safi | FUS Rabat | 0 | 0
Round 22,22.02.2025,Moghreb Tetouan,Difaa El Jadidi,22.02.2025 | Moghreb Tetouan | Difaa El Jadidi | 1 | 3
Round 22,22.02.2025,Wydad AC,COD Meknes,22.02.2025 | Wydad AC | COD Meknes | 0 | 0
Round 22,21.02.2025,Maghreb Fez,Chabab Mohammedia,21.02.2025 | Maghreb Fez | 2 | Chabab Mohammedia | 1 | 0
Round 22,21.02.2025,Jeunesse Sportive Soualem,Berkane,21.02.2025 | Jeunesse Sportive Soualem | Berkane | 0 | 4
Round 21,16.02.2025,Berkane,Renaissance Zemamra,16.02.2025 | Berkane | Renaissance Zemamra | 1 | 0
Round 21,16.02.2025,Chabab Mohammedia,Wydad AC,16.02.2025 | Chabab Mohammedia | Wydad AC | 1 | 5
Round 21,16.02.2025,Difaa El Jadidi,Maghreb Fez,16.02.2025 | Difaa El Jadidi | Maghreb Fez | 1 | 1
Round 21,15.02.2025,Raja Casablanca,Jeunesse Sportive Soualem,15.02.2025 | Raja Casablanca | Jeunesse Sportive Soualem | 2 | 0
Round 21,15.02.2025,FUS Rabat,FAR Rabat,15.02.2025 | FUS Rabat | FAR Rabat | 2 | 1
Round 21,15.02.2025,IR Tanger,Olympique de Safi,15.02.2025 | IR Tanger | Olympique de Safi | 4 | 2
Round 21,14.02.2025,COD Meknes,Union Touarga,14.02.2025 | COD Meknes | Union Touarga | 0 | 0
