round,date,team_home,team_away,full_text
Round 12,12.10.2025,Velez Sarsfield,Rosario Central,12.10.2025 | Velez Sarsfield | Rosario Central | 1 | 2
Round 12,11.10.2025,Banfield,Racing Club,11.10.2025 | Banfield | Racing Club | 1 | 3
Round 12,11.10.2025,Gimnasia L.P.,Talleres Cordoba,11.10.2025 | Gimnasia L.P. | Talleres Cordoba | 1 | 2
Round 12,10.10.2025,Newells Old Boys,Tigre,10.10.2025 | Newells Old Boys | Tigre | 1 | 1
Round 12,10.10.2025,Central Cordoba,Union de Santa Fe,10.10.2025 | Central Cordoba | Union de Santa Fe | 3 | 1
Round 12,10.10.2025,Defensa y Justicia,Argentinos Jrs,10.10.2025 | Defensa y Justicia | Argentinos Jrs | 1 | 0
Round 12,10.10.2025,San Lorenzo,San Martin S.J.,10.10.2025 | San Lorenzo | San Martin S.J. | 0 | 1
Round 11,07.10.2025,Racing Club,Ind. Rivadavia,07.10.2025 | Racing Club | Ind. Rivadavia | 0 | 0
Round 11,07.10.2025,Dep. Riestra,Velez Sarsfield,07.10.2025 | Dep. Riestra | Velez Sarsfield | 2 | 2
Round 11,06.10.2025,Rosario Central,River Plate,06.10.2025 | Rosario Central | River Plate | 2 | 1
Round 11,06.10.2025,Boca Juniors,Newells Old Boys,06.10.2025 | Boca Juniors | Newells Old Boys | 5 | 0
Round 11,05.10.2025,Talleres Cordoba,Belgrano,05.10.2025 | Talleres Cordoba | Belgrano | 0 | 0
Round 11,05.10.2025,Estudiantes L.P.,Barracas Central,05.10.2025 | Estudiantes L.P. | Barracas Central | 1 | 1
Round 11,05.10.2025,Godoy Cruz,Independiente,05.10.2025 | Godoy Cruz | Independiente | 1 | 1
Round 11,05.10.2025,Lanus,San Lorenzo,05.10.2025 | Lanus | San Lorenzo | 2 | 1
Round 11,05.10.2025,Atl. Tucuman,Platense,05.10.2025 | Atl. Tucuman | Platense | 2 | 0
Round 11,05.10.2025,Huracan,Banfield,05.10.2025 | Huracan | Banfield | 1 | 0
Round 11,04.10.2025,San Martin S.J.,Instituto,04.10.2025 | San Martin S.J. | Instituto | 0 | 0
Round 11,04.10.2025,Sarmiento Junin,Gimnasia L.P.,04.10.2025 | Sarmiento Junin | Gimnasia L.P. | 0 | 1
Round 11,04.10.2025,Argentinos Jrs,Central Cordoba,04.10.2025 | Argentinos Jrs | Central Cordoba | 0 | 0
Round 11,04.10.2025,Union de Santa Fe,Aldosivi,04.10.2025 | Union de Santa Fe | Aldosivi | 0 | 2
Round 11,04.10.2025,Tigre,Defensa y Justicia,04.10.2025 | Tigre | Defensa y Justicia | 1 | 1
Round 10,01.10.2025,Newells Old Boys,Estudiantes L.P.,01.10.2025 | Newells Old Boys | Estudiantes L.P. | 1 | 1
Round 10,30.09.2025,Velez Sarsfield,Atl. Tucuman,30.09.2025 | Velez Sarsfield | Atl. Tucuman | 3 | 1
Round 10,29.09.2025,Barracas Central,Belgrano,29.09.2025 | Barracas Central | Belgrano | 1 | 1
Round 10,29.09.2025,Instituto,Lanus,29.09.2025 | Instituto | Lanus | 0 | 0
Round 10,29.09.2025,Ind. Rivadavia,Huracan,29.09.2025 | Ind. Rivadavia | Huracan | 0 | 0
Round 10,28.09.2025,River Plate,Dep. Riestra,28.09.2025 | River Plate | Dep. Riestra | 1 | 2
Round 10,28.09.2025,Racing Club,Independiente,28.09.2025 | Racing Club | Independiente | 0 | 0
Round 10,28.09.2025,Talleres Cordoba,Sarmiento Junin,28.09.2025 | Talleres Cordoba | Sarmiento Junin | 1 | 0
Round 10,28.09.2025,Defensa y Justicia,Boca Juniors,28.09.2025 | Defensa y Justicia | Boca Juniors | 2 | 1
Round 10,27.09.2025,San Lorenzo,Godoy Cruz,27.09.2025 | San Lorenzo | Godoy Cruz | 2 | 0
Round 10,27.09.2025,Aldosivi,Argentinos Jrs,27.09.2025 | Aldosivi | Argentinos Jrs | 0 | 2
Round 10,27.09.2025,Gimnasia L.P.,Rosario Central,27.09.2025 | Gimnasia L.P. | Rosario Central | 0 | 3
Round 10,27.09.2025,Central Cordoba,Tigre,27.09.2025 | Central Cordoba | Tigre | 0 | 1
Round 10,27.09.2025,Banfield,Union de Santa Fe,27.09.2025 | Banfield | Union de Santa Fe | 0 | 0
