round,date,team_home,team_away,full_text
Round 18,13.01.2025,Anorthosis,Achnas,13.01.2025 | Anorthosis | Achnas | 2 | 1
Round 18,13.01.2025,Karmiotissa,Omonia Aradippou,13.01.2025 | Karmiotissa | Omonia Aradippou | 3 | 1
Round 18,12.01.2025,AEL Limassol,Omonia,12.01.2025 | AEL Limassol | Omonia | 0 | 4
Round 18,12.01.2025,APOEL,Omonia 29th May,12.01.2025 | APOEL | Omonia 29th May | 4 | 0
Round 18,12.01.2025,AEK Larnaca,Nea Salamis,12.01.2025 | AEK Larnaca | Nea Salamis | 2 | 0
Round 18,11.01.2025,Aris,Pafos,11.01.2025 | Aris | Pafos | 1 | 0
Round 18,11.01.2025,Paralimni,Apollon,11.01.2025 | Paralimni | Apollon | 0 | 1
Round 17,08.01.2025,Nea Salamis,APOEL,08.01.2025 | Nea Salamis | APOEL | 1 | 1
Round 17,08.01.2025,Achnas,AEK Larnaca,08.01.2025 | Achnas | AEK Larnaca | 2 | 2
Round 17,08.01.2025,Omonia 29th May,Karmiotissa,08.01.2025 | Omonia 29th May | Karmiotissa | 1 | 2
Round 17,07.01.2025,Omonia,Anorthosis,07.01.2025 | Omonia | Anorthosis | 0 | 2
Round 17,07.01.2025,Apollon,Aris,07.01.2025 | Apollon | Aris | 1 | 1
Round 17,07.01.2025,Omonia Aradippou,Paralimni,07.01.2025 | Omonia Aradippou | Paralimni | 3 | 2 | 0
Round 17,06.01.2025,Pafos,AEL Limassol,06.01.2025 | Pafos | AEL Limassol | 4 | 0
Round 16,04.01.2025,Nea Salamis,Achnas,04.01.2025 | Nea Salamis | Achnas | 0 | 3
Round 16,04.01.2025,APOEL,Karmiotissa,04.01.2025 | APOEL | Karmiotissa | 3 | 0
Round 16,03.01.2025,AEK Larnaca,Omonia,03.01.2025 | AEK Larnaca | Omonia | 0 | 3
Round 16,03.01.2025,Aris,Omonia Aradippou,03.01.2025 | Aris | Omonia Aradippou | 2 | 0
Round 16,03.01.2025,Paralimni,Omonia 29th May,03.01.2025 | Paralimni | Omonia 29th May | 2 | 1
Round 16,02.01.2025,AEL Limassol,Apollon,02.01.2025 | AEL Limassol | Apollon | 0 | 1
Round 16,02.01.2025,Anorthosis,Pafos,02.01.2025 | Anorthosis | Pafos | 0 | 2
Round 15,23.12.2024,Achnas,APOEL,23.12.2024 | Achnas | APOEL | 2 | 2
Round 15,22.12.2024,Omonia,Nea Salamis,22.12.2024 | Omonia | Nea Salamis | 3 | 0
Round 15,22.12.2024,Pafos,AEK Larnaca,22.12.2024 | Pafos | AEK Larnaca | 0 | 1
Round 15,22.12.2024,Omonia Aradippou,AEL Limassol,22.12.2024 | Omonia Aradippou | AEL Limassol | 2 | 2
Round 15,21.12.2024,Apollon,Anorthosis,21.12.2024 | Apollon | Anorthosis | 2 | 0
Round 15,21.12.2024,Karmiotissa,Paralimni,21.12.2024 | Karmiotissa | Paralimni | 2 | 0
Round 15,21.12.2024,Omonia 29th May,Aris,21.12.2024 | Omonia 29th May | Aris | 0 | 3
Round 14,16.12.2024,Nea Salamis,Pafos,16.12.2024 | Nea Salamis | Pafos | 0 | 2
Round 14,15.12.2024,Achnas,Omonia,15.12.2024 | Achnas | Omonia | 1 | 0
Round 14,15.12.2024,APOEL,Paralimni,15.12.2024 | APOEL | Paralimni | 2 | 0
Round 14,15.12.2024,AEK Larnaca,Apollon,15.12.2024 | AEK Larnaca | Apollon | 4 | 0
Round 14,14.12.2024,Anorthosis,Omonia Aradippou,14.12.2024 | Anorthosis | Omonia Aradippou | 3 | 0
Round 14,14.12.2024,AEL Limassol,Omonia 29th May,14.12.2024 | AEL Limassol | Omonia 29th May | 1 | 1
Round 14,13.12.2024,Aris,Karmiotissa,13.12.2024 | Aris | Karmiotissa | 1 | 1
Round 13,08.12.2024,Nea Salamis,Apollon,08.12.2024 | Nea Salamis | Apollon | 1 | 0
Round 13,08.12.2024,AEL Limassol,Karmiotissa,08.12.2024 | AEL Limassol | Karmiotissa | 4 | 0
Round 13,08.12.2024,Achnas,Pafos,08.12.2024 | Achnas | Pafos | 0 | 2
Round 13,07.12.2024,Anorthosis,Omonia 29th May,07.12.2024 | Anorthosis | Omonia 29th May | 2 | 0
Round 13,07.12.2024,Omonia,APOEL,07.12.2024 | Omonia | APOEL | 2 | 2
Round 13,06.12.2024,AEK Larnaca,Omonia Aradippou,06.12.2024 | AEK Larnaca | Omonia Aradippou | 1 | 0
Round 13,06.12.2024,Aris,Paralimni,06.12.2024 | Aris | Paralimni | 2 | 1
Round 12,02.12.2024,APOEL,Aris,02.12.2024 | APOEL | Aris | 1 | 2
Round 12,02.12.2024,Pafos,Omonia,02.12.2024 | Pafos | Omonia | 0 | 1
Round 12,01.12.2024,Omonia 29th May,AEK Larnaca,01.12.2024 | Omonia 29th May | AEK Larnaca | 1 | 5
Round 12,01.12.2024,Omonia Aradippou,Nea Salamis,01.12.2024 | Omonia Aradippou | Nea Salamis | 1 | 0
Round 12,30.11.2024,Apollon,Achnas,30.11.2024 | Apollon | Achnas | 2 | 2
Round 12,30.11.2024,Karmiotissa,Anorthosis,30.11.2024 | Karmiotissa | Anorthosis | 1 | 1
Round 12,30.11.2024,Paralimni,AEL Limassol,30.11.2024 | Paralimni | AEL Limassol | 0 | 0
Round 11,25.11.2024,AEK Larnaca,Karmiotissa,25.11.2024 | AEK Larnaca | Karmiotissa | 2 | 0
Round 11,24.11.2024,AEL Limassol,Aris,24.11.2024 | AEL Limassol | Aris | 0 | 3
Round 11,24.11.2024,Anorthosis,Paralimni,24.11.2024 | Anorthosis | Paralimni | 3 | 2
Round 11,24.11.2024,Achnas,Omonia Aradippou,24.11.2024 | Achnas | Omonia Aradippou | 0 | 0
Round 11,23.11.2024,Omonia,Apollon,23.11.2024 | Omonia | Apollon | 3 | 1
Round 11,23.11.2024,Nea Salamis,Omonia 29th May,23.11.2024 | Nea Salamis | Omonia 29th May | 0 | 1
Round 11,23.11.2024,Pafos,APOEL,23.11.2024 | Pafos | APOEL | 2 | 1
Round 10,10.11.2024,APOEL,AEL Limassol,10.11.2024 | APOEL | AEL Limassol | 4 | 0
Round 10,10.11.2024,Apollon,Pafos,10.11.2024 | Apollon | Pafos | 0 | 1
Round 10,10.11.2024,Omonia Aradippou,Omonia,10.11.2024 | Omonia Aradippou | Omonia | 3 | 5
Round 10,09.11.2024,Aris,Anorthosis,09.11.2024 | Aris | Anorthosis | 3 | 0
Round 10,09.11.2024,Karmiotissa,Nea Salamis,09.11.2024 | Karmiotissa | Nea Salamis | 2 | 2
Round 10,09.11.2024,Paralimni,AEK Larnaca,09.11.2024 | Paralimni | AEK Larnaca | 0 | 0
Round 10,08.11.2024,Omonia 29th May,Achnas,08.11.2024 | Omonia 29th May | Achnas | 1 | 2
Round 9,04.11.2024,Anorthosis,AEL Limassol,04.11.2024 | Anorthosis | AEL Limassol | 1 | 0
Round 9,03.11.2024,AEK Larnaca,Aris,03.11.2024 | AEK Larnaca | Aris | 2 | 0
Round 9,03.11.2024,Achnas,Karmiotissa,03.11.2024 | Achnas | Karmiotissa | 3 | 2
Round 9,03.11.2024,Pafos,Omonia Aradippou,03.11.2024 | Pafos | Omonia Aradippou | 4 | 0
Round 9,02.11.2024,Omonia,Omonia 29th May,02.11.2024 | Omonia | Omonia 29th May | 1 | 1
Round 9,02.11.2024,Apollon,APOEL,02.11.2024 | Apollon | APOEL | 0 | 0
Round 9,01.11.2024,Nea Salamis,Paralimni,01.11.2024 | Nea Salamis | Paralimni | 1 | 0
Round 8,28.10.2024,APOEL,Anorthosis,28.10.2024 | APOEL | Anorthosis | 2 | 0
Round 8,28.10.2024,Karmiotissa,Omonia,28.10.2024 | Karmiotissa | Omonia | 2 | 6
Round 8,28.10.2024,Omonia 29th May,Pafos,28.10.2024 | Omonia 29th May | Pafos | 1 | 2
Round 8,27.10.2024,AEL Limassol,AEK Larnaca,27.10.2024 | AEL Limassol | AEK Larnaca | 1 | 1
Round 8,27.10.2024,Omonia Aradippou,Apollon,27.10.2024 | Omonia Aradippou | Apollon | 0 | 1
Round 8,26.10.2024,Aris,Nea Salamis,26.10.2024 | Aris | Nea Salamis | 2 | 1
Round 8,26.10.2024,Paralimni,Achnas,26.10.2024 | Paralimni | Achnas | 1 | 1
Round 7,21.10.2024,Nea Salamis,AEL Limassol,21.10.2024 | Nea Salamis | AEL Limassol | 0 | 2
Round 7,20.10.2024,AEK Larnaca,Anorthosis,20.10.2024 | AEK Larnaca | Anorthosis | 1 | 0
Round 7,20.10.2024,Apollon,Omonia 29th May,20.10.2024 | Apollon | Omonia 29th May | 2 | 0
Round 7,20.10.2024,Achnas,Aris,20.10.2024 | Achnas | Aris | 1 | 2
Round 7,19.10.2024,Pafos,Karmiotissa,19.10.2024 | Pafos | Karmiotissa | 4 | 0
Round 7,19.10.2024,Omonia,Paralimni,19.10.2024 | Omonia | Paralimni | 0 | 1
Round 7,19.10.2024,Omonia Aradippou,APOEL,19.10.2024 | Omonia Aradippou | APOEL | 0 | 5
Round 6,06.10.2024,APOEL,AEK Larnaca,06.10.2024 | APOEL | AEK Larnaca | 0 | 1
Round 6,06.10.2024,Aris,Omonia,06.10.2024 | Aris | Omonia | 2 | 0
Round 6,06.10.2024,Paralimni,Pafos,06.10.2024 | Paralimni | 3 | Pafos | 1 | 2
Round 6,05.10.2024,AEL Limassol,Achnas,05.10.2024 | AEL Limassol | Achnas | 5 | 2
Round 6,05.10.2024,Anorthosis,Nea Salamis,05.10.2024 | Anorthosis | Nea Salamis | 3 | 1
Round 6,05.10.2024,Omonia 29th May,Omonia Aradippou,05.10.2024 | Omonia 29th May | Omonia Aradippou | 1 | 2
Round 6,04.10.2024,Karmiotissa,Apollon,04.10.2024 | Karmiotissa | Apollon | 2 | 0
Round 5,29.09.2024,Apollon,Paralimni,29.09.2024 | Apollon | Paralimni | 3 | 1
Round 5,29.09.2024,Omonia 29th May,APOEL,29.09.2024 | Omonia 29th May | APOEL | 0 | 0
Round 5,29.09.2024,Pafos,Aris,29.09.2024 | Pafos | Aris | 1 | 1
Round 5,28.09.2024,Achnas,Anorthosis,28.09.2024 | Achnas | Anorthosis | 2 | 2
Round 5,28.09.2024,Omonia Aradippou,Karmiotissa,28.09.2024 | Omonia Aradippou | Karmiotissa | 1 | 1
