round,date,team_home,team_away,full_text
7,2024-09-14,Atlas,Pachuca,14.09.2024 | Atlas | Pachuca | 2 | 0
7,2024-09-14,Puebla,Queretaro,14.09.2024 | Puebla | Queretaro | 2 | 1
6,2024-09-02,Santos Laguna,Necaxa,02.09.2024 | Santos Laguna | Necaxa | 3 | 2
6,2024-09-02,UNAM Pumas,Tigres UANL,02.09.2024 | UNAM Pumas | Tigres UANL | 1 | 3
6,2024-09-01,Cruz Azul,Club America,01.09.2024 | Cruz Azul | Club America | 4 | 1
6,2024-09-01,Monterrey,Toluca,01.09.2024 | Monterrey | Toluca | 1 | 2
6,2024-09-01,Guadalajara Chivas,Juarez,01.09.2024 | Guadalajara Chivas | Juarez | 5 | 0
6,2024-09-01,Pachuca,Queretaro,01.09.2024 | Pachuca | Queretaro | 1 | 1
6,2024-08-31,Club Tijuana,Club Leon,31.08.2024 | Club Tijuana | Club Leon | 2 | 1
6,2024-08-31,Mazatlan FC,Puebla,31.08.2024 | Mazatlan FC | Puebla | 1 | 1
6,2024-08-31,Atl. San Luis,Atlas,31.08.2024 | Atl. San Luis | Atlas | 2 | 1
5,2024-08-25,Toluca,Atl. San Luis,25.08.2024 | Toluca | Atl. San Luis | 2 | 1
5,2024-08-25,Club America,Puebla,25.08.2024 | Club America | Puebla | 0 | 1
5,2024-08-25,Atlas,UNAM Pumas,25.08.2024 | Atlas | UNAM Pumas | 2 | 1
5,2024-08-25,Club Leon,Santos Laguna,25.08.2024 | Club Leon | Santos Laguna | 1 | 1
5,2024-08-25,Tigres UANL,Guadalajara Chivas,25.08.2024 | Tigres UANL | Guadalajara Chivas | 1 | 1
5,2024-08-25,Necaxa,Juarez,25.08.2024 | Necaxa | Juarez | 3 | 0
5,2024-08-24,Club Tijuana,Monterrey,24.08.2024 | Club Tijuana | Monterrey | 2 | 2
5,2024-08-24,Mazatlan FC,Pachuca,24.08.2024 | Mazatlan FC | Pachuca | 2 | 3 | 0
5,2024-08-24,Queretaro,Cruz Azul,24.08.2024 | Queretaro | Cruz Azul | 0 | 2
